source_text,target_text,predicted,original
"0.5 can from local store, brewed by carlsberg serbia. pours juicy dark lemonade color, with medium short lasting head. nice juicy smell. juicy taste with notable caramel flavor with a kind of cheap unpleasant finish. pretty sweet with orange notes, low on coriander. contains glucose syrup. fine taste of beer, well on carbonation, but too much sweet for my taste. nice for the summer on a beach. pivo nije lo e al nije ni sjajno, jake arome i vrlo slatko, podse a me na energetski napitak sa ukusom. ukus piva podjednako prisutan sa aromama i fina je kombinacija ukusa. zavr nica razo aravaju a, ali sve u svemu, zadovoljan sam.",Positive,Positive,Positive
"great sipping beerslight hoppiness, fruity sweet, moderate carbonation, and price is not too bad.",Positive,Positive,Positive
bottle. big white head. malty aroma with some dark fruits . softly spicy. finish is long and acidic.,Positive,Positive,Positive
"can. it poured a hazy golden color with a white head. the aroma was of tropical fruits, citrus and hops. the taste was similar to the aroma with more tropical fruits, citrus, hops, grass, malts with medium carbonation and a nice bitter sweet aftertaste.",Positive,Positive,Positive
"nice floral aroma, clean and crisp taste with spicy hop profile. excellent session beer. there are better beers out there, but sn is an excellent value. i m factoring in the approx 1 beer price when i give it a 17 here.",Positive,Positive,Positive
crisp and refreshing. got to try this from the barrel too which was nice. one of my favourite beers!,Positive,Positive,Positive
"pours a dark molasses producing a great thick coco colored head and good retention. aromas - bready yeasy hop burnt grain. there s come other notes of chocolate, caramel, and light toffee. flavors - strong smoke pine hop coffee dark chocolate. more on the subtle side of wood and roasted grains as they come through more burnt. highly bitter, high smoke flavors, strong burnt bitter aftertaste, slightly cloying, and just a hint of alcohol. overall a top rate imperial stout that leaves a sting of aftertaste flavors on the palate to let you know they put quantity and quality ingredients in this beer.",Positive,Positive,Positive
"very pale golden color, largeish head with big bubbles and lace. very mild, hoppy and somewhat fruity aroma. citric-hoppy, slightly malty flavor with a sugary, slightly harshly bitter finish and no aftertaste. light-bodied, quite smooth palate with balanced carbonation. a very easily drinkable, but not watery lager, with hints of the fruitiness of some lighter belgian blondes. not that bad, although it has no real taste to offer.",Positive,Positive,Positive
"bottled. golden with a fine, steady white head. initial strong hop aroma escaping the bottle, then it settles down to be less exciting. not masses of flavour, smooth slight hop that transitions into bitter, then slightly tart flavour. smooth consistent palate. no surprises. there are plenty of czech beers better then this mass market one.",Negative,Neutral,Negative
"better than a tsingtao, but still not that great of a beer. nothing special here it tastes alright is drinkable not 2 skunked but it doesn t leave you with any impression just another regular beer",Negative,Negative,Negative
"this is certainly a very rich and satisfying porter. roasty malts and subtle smoke tease your taste buds. the finish is pretty clean and well balanced. a healthy amount of hoppiness accompanies the swallow, as is the case for most american micro porters.",Positive,Positive,Positive
"if the ultra is ultra cold, it is barely passable. but, if you re sitting on a porch in the middle of the summer and you take a break from the conversation to sip a now slightly warmer ultra, prepare to be ultra, ultra disappointed! even the color doesn t look rightlike they threw in a splash of black malt to give the brew some color. the problem is that it gives it that color urine has when you ve swilled about three cups of coffee on a bleary monday morning. forgo tact and loudly decline this beer if your friend offers you one, despite their best intentions. because with friends like that, who needs enemies.",Negative,Negative,Negative
this was a very light beer with not much head when poured from a bottle. there really was not much flavor and i would put this in the class of many of the macro pale lagers,Negative,Negative,Negative
"my favorite so far of the leffe lineup. the pour is a lighter shade of brown red. the head is un-impressive, beige. the nose is wonderfully fruity with hints of flowers and nuts. the flavor is the best part as it should be, the beer is sweet, with an undertone of fresh malts overpowered by citrus hops. the palate is perfect, not too heavy not too thin.",Positive,Positive,Positive
"bottled. -erdinger champ is better than this, flavorful aroma, dry",Positive,Positive,Positive
"11.2 oz. bottle from trader joe s. pours dark brown turns black. light tan to almost eggshell white head. nose of mild yeast and malt. taste of mild caramel roastiness, slightly grassy, a bit of dark chocolate with a little hop bitterness on the back end. it s dry and light an excellent session brew. tasty for what is essentially a light beer.",Positive,Positive,Positive
"bottled dark is definately the right word. very deep brown color is darker than the bottle it comes in. smells a little better than it s un-dark cousin, but loses slightly in the taste and palate departments. it s something to get if you want heineken but they re out of the green stuff.",Negative,Negative,Negative
"723-20070930 500ml. metallic straw aroma has a hint of something floral. clear, yellow brown body with a quick creamy white head. sweet straw continues in flavour with metallic grainy yeast. light-medium body. not pleasant.",Positive,Positive,Positive
"found this in a fraternity refrigerator, poured into a university emblemed 24 oz. plastic mug. initial flavor was an odd mix of a pilsner and lager. no lacing or lasting head. couldn t finish it, handed it to the guy in my profile pic. really nasty stuff!",Negative,Negative,Negative
"on tap at white horse tavern, st. george s, bermuda. typical light lager with thin white head and pale yellow body. nothing special.",Negative,Neutral,Negative
"just superb beer, long lasting tiny bubbles and full of a highly complex flavour.",Positive,Positive,Positive
"330ml brown bottle poured into a tulip glass. appearance is hazy yellow with a large frothy off-white head that settled quickly. aroma of grass, pears, banana, lemon zest and herbs. flavour of banana, wheat bread, herbs, spices and lemon zest. taste is light sweet and medium bitter. palate is light-medium bodied, soft texture and average carbonation. overall a tasty and well balanced witbier.",Positive,Positive,Positive
